dc_id,retailer_id,distance_km,cost_nonrefrig_per_unit,refrig_premium_per_unit,total_cost_refrig_per_unit,emit_nonrefrig_kgco2_per_unit,emit_refrig_kgco2_per_unit,travel_time_hrs,decay_nonrefrig,decay_refrig
D046,R175,415.79,16.6316,11.6421,28.2737,0.025779,0.043658,10.39,0.1966,0.0221
D046,R176,645.87,25.8348,18.0844,43.9192,0.040044,0.067816,16.15,0.2058,0.0232
D046,R177,635.65,25.426,17.7982,43.2242,0.03941,0.066743,15.89,0.2054,0.0232
D046,R178,658.03,26.3212,18.4248,44.746,0.040798,0.069093,16.45,0.2063,0.0233
D046,R179,614.88,24.5952,17.2166,41.8118,0.038123,0.064562,15.37,0.2046,0.0231
D046,R180,613.05,24.522,17.1654,41.6874,0.038009,0.06437,15.33,0.2045,0.0231
D046,R181,492.74,19.7096,13.7967,33.5063,0.03055,0.051738,12.32,0.1997,0.0225
D046,R182,446.05,17.842,12.4894,30.3314,0.027655,0.046835,11.15,0.1978,0.0222
D046,R183,500.31,20.0124,14.0087,34.0211,0.031019,0.052533,12.51,0.2,0.0225
D046,R184,440.34,17.6136,12.3295,29.9431,0.027301,0.046236,11.01,0.1976,0.0222
D046,R185,498.79,19.9516,13.9661,33.9177,0.030925,0.052373,12.47,0.2,0.0225
D046,R186,1579.76,63.1904,44.2333,107.4237,0.097945,0.165875,39.49,0.2432,0.0279
D046,R187,1541.83,61.6732,43.1712,104.8444,0.095593,0.161892,38.55,0.2417,0.0277
D046,R188,1549.75,61.99,43.393,105.383,0.096085,0.162724,38.74,0.242,0.0277
D046,R189,1570.91,62.8364,43.9855,106.8219,0.097396,0.164946,39.27,0.2428,0.0279
D046,R190,1556.0,62.24,43.568,105.808,0.096472,0.16338,38.9,0.2422,0.0278
D046,R191,1539.5,61.58,43.106,104.686,0.095449,0.161647,38.49,0.2416,0.0277
D046,R192,1552.89,62.1156,43.4809,105.5965,0.096279,0.163053,38.82,0.2421,0.0278
D046,R193,1518.51,60.7404,42.5183,103.2587,0.094148,0.159444,37.96,0.2407,0.0276
D046,R194,1560.24,62.4096,43.6867,106.0963,0.096735,0.163825,39.01,0.2424,0.0278
D046,R195,1574.77,62.9908,44.0936,107.0844,0.097636,0.165351,39.37,0.243,0.0279
D046,R196,1514.12,60.5648,42.3954,102.9602,0.093875,0.158983,37.85,0.2406,0.0276
D046,R197,1443.64,57.7456,40.4219,98.1675,0.089506,0.151582,36.09,0.2377,0.0272
D046,R198,1442.78,57.7112,40.3978,98.109,0.089452,0.151492,36.07,0.2377,0.0272
D046,R199,1479.08,59.1632,41.4142,100.5774,0.091703,0.155303,36.98,0.2392,0.0274
D046,R200,1479.91,59.1964,41.4375,100.6339,0.091754,0.155391,37.0,0.2392,0.0274
D046,R201,1375.55,55.022,38.5154,93.5374,0.085284,0.144433,34.39,0.235,0.0269
D046,R202,1432.23,57.2892,40.1024,97.3916,0.088798,0.150384,35.81,0.2373,0.0272
D046,R203,1378.37,55.1348,38.5944,93.7292,0.085459,0.144729,34.46,0.2351,0.0269
D046,R204,1454.69,58.1876,40.7313,98.9189,0.090191,0.152742,36.37,0.2382,0.0273
D046,R205,1488.25,59.53,41.671,101.201,0.092272,0.156266,37.21,0.2395,0.0274
D046,R206,1634.28,65.3712,45.7598,111.131,0.101325,0.171599,40.86,0.2454,0.0282
D046,R207,1667.72,66.7088,46.6962,113.405,0.103399,0.175111,41.69,0.2467,0.0283
D046,R208,1643.31,65.7324,46.0127,111.7451,0.101885,0.172548,41.08,0.2457,0.0282
D046,R209,1590.68,63.6272,44.539,108.1662,0.098622,0.167021,39.77,0.2436,0.028
D046,R210,1649.09,65.9636,46.1745,112.1381,0.102244,0.173154,41.23,0.246,0.0282
D046,R211,1476.16,59.0464,41.3325,100.3789,0.091522,0.154997,36.9,0.239,0.0274
D046,R212,1512.43,60.4972,42.348,102.8452,0.093771,0.158805,37.81,0.2405,0.0276
D046,R213,1513.17,60.5268,42.3688,102.8956,0.093817,0.158883,37.83,0.2405,0.0276
D046,R214,1473.42,58.9368,41.2558,100.1926,0.091352,0.154709,36.84,0.2389,0.0274
D046,R215,1522.44,60.8976,42.6283,103.5259,0.094391,0.159856,38.06,0.2409,0.0276
D046,R216,121.67,4.8668,3.4068,8.2736,0.007544,0.012775,3.04,0.1849,0.0206
D046,R217,89.66,3.5864,2.5105,6.0969,0.005559,0.009414,2.24,0.1836,0.0204
D046,R218,48.7,1.948,1.3636,3.3116,0.003019,0.005114,1.22,0.1819,0.0202
D046,R219,145.34,5.8136,4.0695,9.8831,0.009011,0.015261,3.63,0.1858,0.0207
D046,R220,143.82,5.7528,4.027,9.7798,0.008917,0.015101,3.6,0.1858,0.0207
D046,R221,104.69,4.1876,2.9313,7.1189,0.006491,0.010992,2.62,0.1842,0.0205
D046,R222,179.92,7.1968,5.0378,12.2346,0.011155,0.018892,4.5,0.1872,0.0209
D046,R223,115.01,4.6004,3.2203,7.8207,0.007131,0.012076,2.88,0.1846,0.0206
D046,R224,168.66,6.7464,4.7225,11.4689,0.010457,0.017709,4.22,0.1867,0.0208
D046,R225,76.59,3.0636,2.1445,5.2081,0.004749,0.008042,1.91,0.1831,0.0204
D046,R226,67.31,2.6924,1.8847,4.5771,0.004173,0.007068,1.68,0.1827,0.0203
D046,R227,30.55,1.222,0.8554,2.0774,0.001894,0.003208,0.76,0.1812,0.0202
D046,R228,15.67,0.6268,0.4388,1.0656,0.000972,0.001645,0.39,0.1806,0.0201
D046,R229,36.54,1.4616,1.0231,2.4847,0.002265,0.003837,0.91,0.1815,0.0202
D046,R230,47.65,1.906,1.3342,3.2402,0.002954,0.005003,1.19,0.1819,0.0202
D046,R231,285.67,11.4268,7.9988,19.4256,0.017712,0.029995,7.14,0.1914,0.0214
D046,R232,237.06,9.4824,6.6377,16.1201,0.014698,0.024891,5.93,0.1895,0.0212
D046,R233,190.41,7.6164,5.3315,12.9479,0.011805,0.019993,4.76,0.1876,0.021
D046,R234,218.09,8.7236,6.1065,14.8301,0.013522,0.022899,5.45,0.1887,0.0211
D046,R235,226.76,9.0704,6.3493,15.4197,0.014059,0.02381,5.67,0.1891,0.0211
D046,R236,88.56,3.5424,2.4797,6.0221,0.005491,0.009299,2.21,0.1835,0.0204
D046,R237,128.99,5.1596,3.6117,8.7713,0.007997,0.013544,3.22,0.1852,0.0206
D046,R238,138.93,5.5572,3.89,9.4472,0.008614,0.014588,3.47,0.1856,0.0207
D046,R239,122.86,4.9144,3.4401,8.3545,0.007617,0.0129,3.07,0.1849,0.0206
D046,R240,187.59,7.5036,5.2525,12.7561,0.011631,0.019697,4.69,0.1875,0.0209
D046,R241,103.28,4.1312,2.8918,7.023,0.006403,0.010844,2.58,0.1841,0.0205
D046,R242,90.25,3.61,2.527,6.137,0.005596,0.009476,2.26,0.1836,0.0205
D046,R243,66.73,2.6692,1.8684,4.5376,0.004137,0.007007,1.67,0.1827,0.0203
D046,R244,134.17,5.3668,3.7568,9.1236,0.008319,0.014088,3.35,0.1854,0.0207
D046,R245,151.81,6.0724,4.2507,10.3231,0.009412,0.01594,3.8,0.1861,0.0208
D046,R246,386.76,15.4704,10.8293,26.2997,0.023979,0.04061,9.67,0.1955,0.0219
D046,R247,401.52,16.0608,11.2426,27.3034,0.024894,0.04216,10.04,0.1961,0.022
D046,R248,470.73,18.8292,13.1804,32.0096,0.029185,0.049427,11.77,0.1988,0.0224
D046,R249,439.78,17.5912,12.3138,29.905,0.027266,0.046177,10.99,0.1976,0.0222
D046,R250,494.71,19.7884,13.8519,33.6403,0.030672,0.051945,12.37,0.1998,0.0225
D046,R251,286.2,11.448,8.0136,19.4616,0.017744,0.030051,7.15,0.1914,0.0214
D046,R252,233.9,9.356,6.5492,15.9052,0.014502,0.02456,5.85,0.1894,0.0212
D046,R253,285.56,11.4224,7.9957,19.4181,0.017705,0.029984,7.14,0.1914,0.0214
D046,R254,275.99,11.0396,7.7277,18.7673,0.017111,0.028979,6.9,0.191,0.0214
D046,R255,274.21,10.9684,7.6779,18.6463,0.017001,0.028792,6.86,0.191,0.0214
D046,R256,744.37,29.7748,20.8424,50.6172,0.046151,0.078159,18.61,0.2098,0.0237
D046,R257,742.1,29.684,20.7788,50.4628,0.04601,0.077921,18.55,0.2097,0.0237
D046,R258,675.43,27.0172,18.912,45.9292,0.041877,0.07092,16.89,0.207,0.0234
D046,R259,763.79,30.5516,21.3861,51.9377,0.047355,0.080198,19.09,0.2106,0.0238
D046,R260,697.42,27.8968,19.5278,47.4246,0.04324,0.073229,17.44,0.2079,0.0235
D046,R261,601.86,24.0744,16.8521,40.9265,0.037315,0.063195,15.05,0.2041,0.023
D046,R262,631.04,25.2416,17.6691,42.9107,0.039124,0.066259,15.78,0.2052,0.0232
D046,R263,736.79,29.4716,20.6301,50.1017,0.045681,0.077363,18.42,0.2095,0.0237
D046,R264,731.41,29.2564,20.4795,49.7359,0.045347,0.076798,18.29,0.2093,0.0237
D046,R265,667.58,26.7032,18.6922,45.3954,0.04139,0.070096,16.69,0.2067,0.0233
D046,R266,292.01,11.6804,8.1763,19.8567,0.018105,0.030661,7.3,0.1917,0.0215
D046,R267,321.56,12.8624,9.0037,21.8661,0.019937,0.033764,8.04,0.1929,0.0216
D046,R268,285.88,11.4352,8.0046,19.4398,0.017725,0.030017,7.15,0.1914,0.0214
D046,R269,336.97,13.4788,9.4352,22.914,0.020892,0.035382,8.42,0.1935,0.0217
D046,R270,295.63,11.8252,8.2776,20.1028,0.018329,0.031041,7.39,0.1918,0.0215
D046,R271,1238.39,49.5356,34.6749,84.2105,0.07678,0.130031,30.96,0.2295,0.0262
D046,R272,1319.83,52.7932,36.9552,89.7484,0.081829,0.138582,33.0,0.2328,0.0266
D046,R273,1224.03,48.9612,34.2728,83.234,0.07589,0.128523,30.6,0.229,0.0261
D046,R274,1262.83,50.5132,35.3592,85.8724,0.078295,0.132597,31.57,0.2305,0.0263
D046,R275,1270.42,50.8168,35.5718,86.3886,0.078766,0.133394,31.76,0.2308,0.0264
D046,R276,1314.87,52.5948,36.8164,89.4112,0.081522,0.138061,32.87,0.2326,0.0266
D046,R277,1196.49,47.8596,33.5017,81.3613,0.074182,0.125631,29.91,0.2279,0.026
D046,R278,1191.72,47.6688,33.3682,81.037,0.073887,0.125131,29.79,0.2277,0.026
D046,R279,1237.86,49.5144,34.6601,84.1745,0.076747,0.129975,30.95,0.2295,0.0262
D046,R280,1190.83,47.6332,33.3432,80.9764,0.073831,0.125037,29.77,0.2276,0.026
D046,R281,1328.56,53.1424,37.1997,90.3421,0.082371,0.139499,33.21,0.2331,0.0266
D046,R282,1293.76,51.7504,36.2253,87.9757,0.080213,0.135845,32.34,0.2318,0.0265
D046,R283,1342.64,53.7056,37.5939,91.2995,0.083244,0.140977,33.57,0.2337,0.0267
D046,R284,1296.99,51.8796,36.3157,88.1953,0.080413,0.136184,32.42,0.2319,0.0265
D046,R285,1284.46,51.3784,35.9649,87.3433,0.079637,0.134868,32.11,0.2314,0.0264
D046,R286,1374.09,54.9636,38.4745,93.4381,0.085194,0.144279,34.35,0.235,0.0269
D046,R287,1484.89,59.3956,41.5769,100.9725,0.092063,0.155913,37.12,0.2394,0.0274
D046,R288,1447.62,57.9048,40.5334,98.4382,0.089752,0.152,36.19,0.2379,0.0272
D046,R289,1403.99,56.1596,39.3117,95.4713,0.087047,0.147419,35.1,0.2362,0.027
D046,R290,1476.49,59.0596,41.3417,100.4013,0.091542,0.155031,36.91,0.2391,0.0274
D046,R291,1365.32,54.6128,38.229,92.8418,0.08465,0.143359,34.13,0.2346,0.0268
D046,R292,1344.89,53.7956,37.6569,91.4525,0.083383,0.141213,33.62,0.2338,0.0267
D046,R293,1295.13,51.8052,36.2636,88.0688,0.080298,0.135989,32.38,0.2318,0.0265
D046,R294,1333.6,53.344,37.3408,90.6848,0.082683,0.140028,33.34,0.2333,0.0267
D046,R295,1347.32,53.8928,37.725,91.6178,0.083534,0.141469,33.68,0.2339,0.0267
D046,R296,1007.0,40.28,28.196,68.476,0.062434,0.105735,25.18,0.2203,0.025
D046,R297,1024.8,40.992,28.6944,69.6864,0.063538,0.107604,25.62,0.221,0.0251
D046,R298,1066.83,42.6732,29.8712,72.5444,0.066143,0.112017,26.67,0.2227,0.0253
D046,R299,1094.04,43.7616,30.6331,74.3947,0.06783,0.114874,27.35,0.2238,0.0255
D046,R300,1002.92,40.1168,28.0818,68.1986,0.062181,0.105307,25.07,0.2201,0.025
D046,R301,1156.37,46.2548,32.3784,78.6332,0.071695,0.121419,28.91,0.2263,0.0258
D046,R302,1165.08,46.6032,32.6222,79.2254,0.072235,0.122333,29.13,0.2266,0.0258
D046,R303,1158.8,46.352,32.4464,78.7984,0.071846,0.121674,28.97,0.2264,0.0258
D046,R304,1169.09,46.7636,32.7345,79.4981,0.072484,0.122754,29.23,0.2268,0.0258
D046,R305,1182.38,47.2952,33.1066,80.4018,0.073308,0.12415,29.56,0.2273,0.0259
D046,R306,1031.39,41.2556,28.8789,70.1345,0.063946,0.108296,25.78,0.2213,0.0252
D046,R307,972.11,38.8844,27.2191,66.1035,0.060271,0.102072,24.3,0.2189,0.0249
D046,R308,974.28,38.9712,27.2798,66.251,0.060405,0.102299,24.36,0.219,0.0249
D046,R309,1041.71,41.6684,29.1679,70.8363,0.064586,0.10938,26.04,0.2217,0.0252
D046,R310,953.83,38.1532,26.7072,64.8604,0.059137,0.100152,23.85,0.2182,0.0248
D046,R311,1179.89,47.1956,33.0369,80.2325,0.073153,0.123888,29.5,0.2272,0.0259
D046,R312,1134.78,45.3912,31.7738,77.165,0.070356,0.119152,28.37,0.2254,0.0257
D046,R313,1171.77,46.8708,32.8096,79.6804,0.07265,0.123036,29.29,0.2269,0.0259
D046,R314,1215.39,48.6156,34.0309,82.6465,0.075354,0.127616,30.38,0.2286,0.0261
D046,R315,1172.7,46.908,32.8356,79.7436,0.072707,0.123134,29.32,0.2269,0.0259
D046,R316,845.62,33.8248,23.6774,57.5022,0.052428,0.08879,21.14,0.2138,0.0242
D046,R317,873.51,34.9404,24.4583,59.3987,0.054158,0.091719,21.84,0.2149,0.0244
D046,R318,933.93,37.3572,26.15,63.5072,0.057904,0.098063,23.35,0.2174,0.0247
D046,R319,860.44,34.4176,24.0923,58.5099,0.053347,0.090346,21.51,0.2144,0.0243
D046,R320,919.31,36.7724,25.7407,62.5131,0.056997,0.096528,22.98,0.2168,0.0246
D046,R321,790.45,31.618,22.1326,53.7506,0.049008,0.082997,19.76,0.2116,0.024
D046,R322,807.25,32.29,22.603,54.893,0.05005,0.084761,20.18,0.2123,0.024
D046,R323,797.35,31.894,22.3258,54.2198,0.049436,0.083722,19.93,0.2119,0.024
D046,R324,817.64,32.7056,22.8939,55.5995,0.050694,0.085852,20.44,0.2127,0.0241
D046,R325,728.77,29.1508,20.4056,49.5564,0.045184,0.076521,18.22,0.2092,0.0236
D046,R326,859.93,34.3972,24.078,58.4752,0.053316,0.090293,21.5,0.2144,0.0243
D046,R327,785.4,31.416,21.9912,53.4072,0.048695,0.082467,19.63,0.2114,0.0239
D046,R328,871.27,34.8508,24.3956,59.2464,0.054019,0.091483,21.78,0.2149,0.0244
D046,R329,834.1,33.364,23.3548,56.7188,0.051714,0.087581,20.85,0.2134,0.0242
D046,R330,880.9,35.236,24.6652,59.9012,0.054616,0.092495,22.02,0.2152,0.0244
D046,R331,711.96,28.4784,19.9349,48.4133,0.044142,0.074756,17.8,0.2085,0.0236
D046,R332,658.39,26.3356,18.4349,44.7705,0.04082,0.069131,16.46,0.2063,0.0233
D046,R333,671.94,26.8776,18.8143,45.6919,0.04166,0.070554,16.8,0.2069,0.0234
D046,R334,641.69,25.6676,17.9673,43.6349,0.039785,0.067377,16.04,0.2057,0.0232
D046,R335,593.08,23.7232,16.6062,40.3294,0.036771,0.062273,14.83,0.2037,0.023
D046,R336,758.23,30.3292,21.2304,51.5596,0.04701,0.079614,18.96,0.2103,0.0238
D046,R337,732.13,29.2852,20.4996,49.7848,0.045392,0.076874,18.3,0.2093,0.0237
D046,R338,730.5,29.22,20.454,49.674,0.045291,0.076703,18.26,0.2092,0.0237
D046,R339,737.95,29.518,20.6626,50.1806,0.045753,0.077485,18.45,0.2095,0.0237
D046,R340,762.0,30.48,21.336,51.816,0.047244,0.08001,19.05,0.2105,0.0238
D046,R341,974.35,38.974,27.2818,66.2558,0.06041,0.102307,24.36,0.219,0.0249
D046,R342,991.26,39.6504,27.7553,67.4057,0.061458,0.104082,24.78,0.2197,0.025
D046,R343,986.66,39.4664,27.6265,67.0929,0.061173,0.103599,24.67,0.2195,0.0249
D046,R344,1045.82,41.8328,29.283,71.1158,0.064841,0.109811,26.15,0.2218,0.0252
D046,R345,1042.58,41.7032,29.1922,70.8954,0.06464,0.109471,26.06,0.2217,0.0252
D046,R346,933.93,37.3572,26.15,63.5072,0.057904,0.098063,23.35,0.2174,0.0247
D046,R347,931.56,37.2624,26.0837,63.3461,0.057757,0.097814,23.29,0.2173,0.0247
D046,R348,1002.73,40.1092,28.0764,68.1856,0.062169,0.105287,25.07,0.2201,0.025
D046,R349,970.4,38.816,27.1712,65.9872,0.060165,0.101892,24.26,0.2188,0.0249
D046,R350,988.35,39.534,27.6738,67.2078,0.061278,0.103777,24.71,0.2195,0.0249
D046,R351,1021.81,40.8724,28.6107,69.4831,0.063352,0.10729,25.55,0.2209,0.0251
D046,R352,1038.24,41.5296,29.0707,70.6003,0.064371,0.109015,25.96,0.2215,0.0252
D046,R353,1026.13,41.0452,28.7316,69.7768,0.06362,0.107744,25.65,0.221,0.0251
D046,R354,1078.22,43.1288,30.1902,73.319,0.06685,0.113213,26.96,0.2231,0.0254
D046,R355,1038.31,41.5324,29.0727,70.6051,0.064375,0.109023,25.96,0.2215,0.0252
D046,R356,1031.97,41.2788,28.8952,70.174,0.063982,0.108357,25.8,0.2213,0.0252
D046,R357,1047.76,41.9104,29.3373,71.2477,0.064961,0.110015,26.19,0.2219,0.0252
D046,R358,1016.95,40.678,28.4746,69.1526,0.063051,0.10678,25.42,0.2207,0.0251
D046,R359,1054.82,42.1928,29.535,71.7278,0.065399,0.110756,26.37,0.2222,0.0253
D046,R360,987.36,39.4944,27.6461,67.1405,0.061216,0.103673,24.68,0.2195,0.0249
D046,R361,777.04,31.0816,21.7571,52.8387,0.048176,0.081589,19.43,0.2111,0.0239
D046,R362,783.41,31.3364,21.9355,53.2719,0.048571,0.082258,19.59,0.2113,0.0239
D046,R363,829.6,33.184,23.2288,56.4128,0.051435,0.087108,20.74,0.2132,0.0241
D046,R364,791.78,31.6712,22.1698,53.841,0.04909,0.083137,19.79,0.2117,0.024
D046,R365,729.13,29.1652,20.4156,49.5808,0.045206,0.076559,18.23,0.2092,0.0236
D046,R366,800.48,32.0192,22.4134,54.4326,0.04963,0.08405,20.01,0.212,0.024
D046,R367,734.27,29.3708,20.5596,49.9304,0.045525,0.077098,18.36,0.2094,0.0237
D046,R368,837.49,33.4996,23.4497,56.9493,0.051924,0.087936,20.94,0.2135,0.0242
D046,R369,832.86,33.3144,23.3201,56.6345,0.051637,0.08745,20.82,0.2133,0.0242
D046,R370,781.57,31.2628,21.884,53.1468,0.048457,0.082065,19.54,0.2113,0.0239
D046,R371,807.74,32.3096,22.6167,54.9263,0.05008,0.084813,20.19,0.2123,0.024
D046,R372,797.2,31.888,22.3216,54.2096,0.049426,0.083706,19.93,0.2119,0.024
D046,R373,790.94,31.6376,22.1463,53.7839,0.049038,0.083049,19.77,0.2116,0.024
D046,R374,799.45,31.978,22.3846,54.3626,0.049566,0.083942,19.99,0.212,0.024
D046,R375,824.82,32.9928,23.095,56.0878,0.051139,0.086606,20.62,0.213,0.0241
D046,R376,959.54,38.3816,26.8671,65.2487,0.059491,0.100752,23.99,0.2184,0.0248
D046,R377,899.37,35.9748,25.1824,61.1572,0.055761,0.094434,22.48,0.216,0.0245
D046,R378,982.82,39.3128,27.519,66.8318,0.060935,0.103196,24.57,0.2193,0.0249
D046,R379,1018.27,40.7308,28.5116,69.2424,0.063133,0.106918,25.46,0.2207,0.0251
D046,R380,928.44,37.1376,25.9963,63.1339,0.057563,0.097486,23.21,0.2171,0.0246
D046,R381,1258.89,50.3556,35.2489,85.6045,0.078051,0.132183,31.47,0.2304,0.0263
D046,R382,1342.23,53.6892,37.5824,91.2716,0.083218,0.140934,33.56,0.2337,0.0267
D046,R383,1324.42,52.9768,37.0838,90.0606,0.082114,0.139064,33.11,0.233,0.0266
D046,R384,1371.58,54.8632,38.4042,93.2674,0.085038,0.144016,34.29,0.2349,0.0269
D046,R385,1349.83,53.9932,37.7952,91.7884,0.083689,0.141732,33.75,0.234,0.0267
D046,R386,1272.12,50.8848,35.6194,86.5042,0.078871,0.133573,31.8,0.2309,0.0264
D046,R387,1328.16,53.1264,37.1885,90.3149,0.082346,0.139457,33.2,0.2331,0.0266
D046,R388,1324.82,52.9928,37.095,90.0878,0.082139,0.139106,33.12,0.233,0.0266
D046,R389,1268.25,50.73,35.511,86.241,0.078632,0.133166,31.71,0.2307,0.0263
D046,R390,1323.0,52.92,37.044,89.964,0.082026,0.138915,33.08,0.2329,0.0266
D046,R391,1151.98,46.0792,32.2554,78.3346,0.071423,0.120958,28.8,0.2261,0.0258
D046,R392,1240.8,49.632,34.7424,84.3744,0.07693,0.130284,31.02,0.2296,0.0262
D046,R393,1200.56,48.0224,33.6157,81.6381,0.074435,0.126059,30.01,0.228,0.026
D046,R394,1191.95,47.678,33.3746,81.0526,0.073901,0.125155,29.8,0.2277,0.026
D046,R395,1176.86,47.0744,32.9521,80.0265,0.072965,0.12357,29.42,0.2271,0.0259
D046,R396,1181.76,47.2704,33.0893,80.3597,0.073269,0.124085,29.54,0.2273,0.0259
D046,R397,1247.92,49.9168,34.9418,84.8586,0.077371,0.131032,31.2,0.2299,0.0262
D046,R398,1269.68,50.7872,35.551,86.3382,0.07872,0.133316,31.74,0.2308,0.0263
D046,R399,1259.27,50.3708,35.2596,85.6304,0.078075,0.132223,31.48,0.2304,0.0263
D046,R400,1235.65,49.426,34.5982,84.0242,0.07661,0.129743,30.89,0.2294,0.0262
D046,R401,1907.57,76.3028,53.412,129.7148,0.118269,0.200295,47.69,0.2563,0.0295
D046,R402,1886.95,75.478,52.8346,128.3126,0.116991,0.19813,47.17,0.2555,0.0294
D046,R403,1927.39,77.0956,53.9669,131.0625,0.119498,0.202376,48.18,0.2571,0.0296
D046,R404,1933.34,77.3336,54.1335,131.4671,0.119867,0.203001,48.33,0.2573,0.0297
D046,R405,1907.85,76.314,53.4198,129.7338,0.118287,0.200324,47.7,0.2563,0.0295
D046,R406,2221.64,88.8656,62.2059,151.0715,0.137742,0.233272,55.54,0.2689,0.0311
D046,R407,2315.63,92.6252,64.8376,157.4628,0.143569,0.243141,57.89,0.2726,0.0316
D046,R408,2243.15,89.726,62.8082,152.5342,0.139075,0.235531,56.08,0.2697,0.0312
D046,R409,2251.38,90.0552,63.0386,153.0938,0.139586,0.236395,56.28,0.2701,0.0313
D046,R410,2260.53,90.4212,63.2948,153.716,0.140153,0.237356,56.51,0.2704,0.0313
D046,R411,1991.95,79.678,55.7746,135.4526,0.123501,0.209155,49.8,0.2597,0.03
D046,R412,2065.61,82.6244,57.8371,140.4615,0.128068,0.216889,51.64,0.2626,0.0303
D046,R413,1982.5,79.3,55.51,134.81,0.122915,0.208163,49.56,0.2593,0.0299
D046,R414,2009.28,80.3712,56.2598,136.631,0.124575,0.210974,50.23,0.2604,0.03
D046,R415,1956.45,78.258,54.7806,133.0386,0.1213,0.205427,48.91,0.2583,0.0298
D046,R416,2196.18,87.8472,61.493,149.3402,0.136163,0.230599,54.9,0.2678,0.031
D046,R417,2186.23,87.4492,61.2144,148.6636,0.135546,0.229554,54.66,0.2674,0.0309
D046,R418,2173.07,86.9228,60.846,147.7688,0.13473,0.228172,54.33,0.2669,0.0309
D046,R419,2177.6,87.104,60.9728,148.0768,0.135011,0.228648,54.44,0.2671,0.0309
D046,R420,2235.59,89.4236,62.5965,152.0201,0.138607,0.234737,55.89,0.2694,0.0312
D046,R421,1588.26,63.5304,44.4713,108.0017,0.098472,0.166767,39.71,0.2435,0.0279
D046,R422,1601.72,64.0688,44.8482,108.917,0.099307,0.168181,40.04,0.2441,0.028
D046,R423,1584.42,63.3768,44.3638,107.7406,0.098234,0.166364,39.61,0.2434,0.0279
D046,R424,1598.92,63.9568,44.7698,108.7266,0.099133,0.167887,39.97,0.244,0.028
D046,R425,1589.25,63.57,44.499,108.069,0.098534,0.166871,39.73,0.2436,0.0279
D046,R426,1352.66,54.1064,37.8745,91.9809,0.083865,0.142029,33.82,0.2341,0.0268
D046,R427,1407.32,56.2928,39.405,95.6978,0.087254,0.147769,35.18,0.2363,0.027
D046,R428,1400.09,56.0036,39.2025,95.2061,0.086806,0.147009,35.0,0.236,0.027
D046,R429,1479.47,59.1788,41.4252,100.604,0.091727,0.155344,36.99,0.2392,0.0274
D046,R430,1441.84,57.6736,40.3715,98.0451,0.089394,0.151393,36.05,0.2377,0.0272
D046,R431,1267.08,50.6832,35.4782,86.1614,0.078559,0.133043,31.68,0.2307,0.0263
D046,R432,1321.91,52.8764,37.0135,89.8899,0.081958,0.138801,33.05,0.2329,0.0266
D046,R433,1266.76,50.6704,35.4693,86.1397,0.078539,0.13301,31.67,0.2307,0.0263
D046,R434,1267.67,50.7068,35.4948,86.2016,0.078596,0.133105,31.69,0.2307,0.0263
D046,R435,1265.3,50.612,35.4284,86.0404,0.078449,0.132856,31.63,0.2306,0.0263
D046,R436,1393.31,55.7324,39.0127,94.7451,0.086385,0.146298,34.83,0.2357,0.027
D046,R437,1342.04,53.6816,37.5771,91.2587,0.083206,0.140914,33.55,0.2337,0.0267
D046,R438,1391.76,55.6704,38.9693,94.6397,0.086289,0.146135,34.79,0.2357,0.027
D046,R439,1425.11,57.0044,39.9031,96.9075,0.088357,0.149637,35.63,0.237,0.0271
D046,R440,1394.89,55.7956,39.0569,94.8525,0.086483,0.146463,34.87,0.2358,0.027
D046,R441,1254.2,50.168,35.1176,85.2856,0.07776,0.131691,31.36,0.2302,0.0263
D046,R442,1236.76,49.4704,34.6293,84.0997,0.076679,0.12986,30.92,0.2295,0.0262
D046,R443,1202.24,48.0896,33.6627,81.7523,0.074539,0.126235,30.06,0.2281,0.026
D046,R444,1196.28,47.8512,33.4958,81.347,0.074169,0.125609,29.91,0.2279,0.026
D046,R445,1250.63,50.0252,35.0176,85.0428,0.077539,0.131316,31.27,0.23,0.0263
D046,R446,1373.68,54.9472,38.463,93.4102,0.085168,0.144236,34.34,0.2349,0.0269
D046,R447,1347.47,53.8988,37.7292,91.628,0.083543,0.141484,33.69,0.2339,0.0267
D046,R448,1370.94,54.8376,38.3863,93.2239,0.084998,0.143949,34.27,0.2348,0.0269
D046,R449,1332.07,53.2828,37.298,90.5808,0.082588,0.139867,33.3,0.2333,0.0267
D046,R450,1377.93,55.1172,38.582,93.6992,0.085432,0.144683,34.45,0.2351,0.0269
D046,R451,1365.46,54.6184,38.2329,92.8513,0.084659,0.143373,34.14,0.2346,0.0268
D046,R452,1353.08,54.1232,37.8862,92.0094,0.083891,0.142073,33.83,0.2341,0.0268
D046,R453,1408.35,56.334,39.4338,95.7678,0.087318,0.147877,35.21,0.2363,0.027
D046,R454,1304.19,52.1676,36.5173,88.6849,0.08086,0.13694,32.6,0.2322,0.0265
D046,R455,1360.22,54.4088,38.0862,92.495,0.084334,0.142823,34.01,0.2344,0.0268
D046,R456,937.09,37.4836,26.2385,63.7221,0.0581,0.098394,23.43,0.2175,0.0247
D046,R457,934.6,37.384,26.1688,63.5528,0.057945,0.098133,23.37,0.2174,0.0247
