supplier_id,dc_id,distance_km,cost_nonrefrig_per_unit,refrig_premium_per_unit,total_cost_refrig_per_unit,emit_nonrefrig_kgco2_per_unit,emit_refrig_kgco2_per_unit,travel_time_hrs,decay_nonrefrig,decay_refrig
S06,D067,750.37,30.0148,21.0104,51.0252,0.046523,0.078789,13.64,0.21,0.0238
S06,D068,851.13,34.0452,23.8316,57.8768,0.05277,0.089369,15.48,0.214,0.0243
S06,D069,953.33,38.1332,26.6932,64.8264,0.059106,0.1001,17.33,0.2181,0.0248
S06,D070,934.46,37.3784,26.1649,63.5433,0.057937,0.098118,16.99,0.2174,0.0247
S06,D071,984.07,39.3628,27.554,66.9168,0.061012,0.103327,17.89,0.2194,0.0249
S06,D072,969.83,38.7932,27.1552,65.9484,0.060129,0.101832,17.63,0.2188,0.0248
S06,D073,751.24,30.0496,21.0347,51.0843,0.046577,0.07888,13.66,0.21,0.0238
S06,D074,764.54,30.5816,21.4071,51.9887,0.047401,0.080277,13.9,0.2106,0.0238
S06,D075,750.29,30.0116,21.0081,51.0197,0.046518,0.07878,13.64,0.21,0.0238
S06,D076,918.18,36.7272,25.709,62.4362,0.056927,0.096409,16.69,0.2167,0.0246
S06,D077,1402.18,56.0872,39.261,95.3482,0.086935,0.147229,25.49,0.2361,0.027
S06,D078,1403.46,56.1384,39.2969,95.4353,0.087015,0.147363,25.52,0.2361,0.027
S06,D079,1262.94,50.5176,35.3623,85.8799,0.078302,0.132609,22.96,0.2305,0.0263
S06,D080,1332.15,53.286,37.3002,90.5862,0.082593,0.139876,24.22,0.2333,0.0267
S06,D081,1966.77,78.6708,55.0696,133.7404,0.12194,0.206511,35.76,0.2587,0.0298
S06,D082,2297.22,91.8888,64.3222,156.211,0.142428,0.241208,41.77,0.2719,0.0315
S06,D083,2061.81,82.4724,57.7307,140.2031,0.127832,0.21649,37.49,0.2625,0.0303
S06,D084,2218.01,88.7204,62.1043,150.8247,0.137517,0.232891,40.33,0.2687,0.0311
S06,D085,1678.02,67.1208,46.9846,114.1054,0.104037,0.176192,30.51,0.2471,0.0284
S06,D086,1507.8,60.312,42.2184,102.5304,0.093484,0.158319,27.41,0.2403,0.0275
S06,D087,1351.58,54.0632,37.8442,91.9074,0.083798,0.141916,24.57,0.2341,0.0268
S06,D088,1442.22,57.6888,40.3822,98.071,0.089418,0.151433,26.22,0.2377,0.0272
S06,D089,1302.12,52.0848,36.4594,88.5442,0.080731,0.136723,23.67,0.2321,0.0265
S06,D090,1395.86,55.8344,39.0841,94.9185,0.086543,0.146565,25.38,0.2358,0.027
S06,D091,1416.26,56.6504,39.6553,96.3057,0.087808,0.148707,25.75,0.2367,0.0271
S06,D092,953.35,38.134,26.6938,64.8278,0.059108,0.100102,17.33,0.2181,0.0248
S06,D093,934.51,37.3804,26.1663,63.5467,0.05794,0.098124,16.99,0.2174,0.0247
S06,D094,987.93,39.5172,27.662,67.1792,0.061252,0.103733,17.96,0.2195,0.0249
S06,D095,1007.32,40.2928,28.205,68.4978,0.062454,0.105769,18.31,0.2203,0.025
S06,D096,1072.91,42.9164,30.0415,72.9579,0.06652,0.112656,19.51,0.2229,0.0254
S06,D097,975.45,39.018,27.3126,66.3306,0.060478,0.102422,17.74,0.219,0.0249
S06,D098,949.61,37.9844,26.5891,64.5735,0.058876,0.099709,17.27,0.218,0.0247
S06,D099,777.41,31.0964,21.7675,52.8639,0.048199,0.081628,14.13,0.2111,0.0239
S06,D100,847.78,33.9112,23.7378,57.649,0.052562,0.089017,15.41,0.2139,0.0242
S07,D001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S07,D002,120.15,4.806,3.3642,8.1702,0.007449,0.012616,2.18,0.1848,0.0206
S07,D003,688.02,27.5208,19.2646,46.7854,0.042657,0.072242,12.51,0.2075,0.0234
S07,D004,140.12,5.6048,3.9234,9.5282,0.008687,0.014713,2.55,0.1856,0.0207
S07,D005,273.36,10.9344,7.6541,18.5885,0.016948,0.028703,4.97,0.1909,0.0214
S07,D006,300.64,12.0256,8.4179,20.4435,0.01864,0.031567,5.47,0.192,0.0215
S07,D007,356.29,14.2516,9.9761,24.2277,0.02209,0.03741,6.48,0.1943,0.0218
S07,D008,549.51,21.9804,15.3863,37.3667,0.03407,0.057699,9.99,0.202,0.0227
S07,D009,1194.67,47.7868,33.4508,81.2376,0.07407,0.12544,21.72,0.2278,0.026
S07,D010,1120.32,44.8128,31.369,76.1818,0.06946,0.117634,20.37,0.2248,0.0256
S07,D011,1042.05,41.682,29.1774,70.8594,0.064607,0.109415,18.95,0.2217,0.0252
S07,D012,1249.05,49.962,34.9734,84.9354,0.077441,0.13115,22.71,0.23,0.0262
S07,D013,1162.07,46.4828,32.538,79.0208,0.072048,0.122017,21.13,0.2265,0.0258
S07,D014,1205.57,48.2228,33.756,81.9788,0.074745,0.126585,21.92,0.2282,0.026
S07,D015,1229.1,49.164,34.4148,83.5788,0.076204,0.129055,22.35,0.2292,0.0261
S07,D016,1372.02,54.8808,38.4166,93.2974,0.085065,0.144062,24.95,0.2349,0.0269
S07,D017,1115.17,44.6068,31.2248,75.8316,0.069141,0.117093,20.28,0.2246,0.0256
S07,D018,1239.31,49.5724,34.7007,84.2731,0.076837,0.130128,22.53,0.2296,0.0262
S07,D019,1033.1,41.324,28.9268,70.2508,0.064052,0.108475,18.78,0.2213,0.0252
S07,D020,997.22,39.8888,27.9222,67.811,0.061828,0.104708,18.13,0.2199,0.025
S07,D021,1163.18,46.5272,32.569,79.0962,0.072117,0.122134,21.15,0.2265,0.0258
S07,D022,1113.5,44.54,31.178,75.718,0.069037,0.116918,20.25,0.2245,0.0256
S07,D023,998.86,39.9544,27.9681,67.9225,0.061929,0.10488,18.16,0.22,0.025
S07,D024,1266.51,50.6604,35.4623,86.1227,0.078524,0.132984,23.03,0.2307,0.0263
S07,D025,956.82,38.2728,26.791,65.0638,0.059323,0.100466,17.4,0.2183,0.0248
S07,D026,845.32,33.8128,23.669,57.4818,0.05241,0.088759,15.37,0.2138,0.0242
S07,D027,854.6,34.184,23.9288,58.1128,0.052985,0.089733,15.54,0.2142,0.0243
S07,D028,476.65,19.066,13.3462,32.4122,0.029552,0.050048,8.67,0.1991,0.0224
S07,D029,717.02,28.6808,20.0766,48.7574,0.044455,0.075287,13.04,0.2087,0.0236
S07,D030,397.76,15.9104,11.1373,27.0477,0.024661,0.041765,7.23,0.1959,0.022
S07,D031,460.82,18.4328,12.903,31.3358,0.028571,0.048386,8.38,0.1984,0.0223
S07,D032,920.74,36.8296,25.7807,62.6103,0.057086,0.096678,16.74,0.2168,0.0246
S07,D033,796.62,31.8648,22.3054,54.1702,0.04939,0.083645,14.48,0.2119,0.024
S07,D034,618.64,24.7456,17.3219,42.0675,0.038356,0.064957,11.25,0.2047,0.0231
S07,D035,748.54,29.9416,20.9591,50.9007,0.046409,0.078597,13.61,0.2099,0.0237
S07,D036,995.83,39.8332,27.8832,67.7164,0.061741,0.104562,18.11,0.2198,0.025
S07,D037,839.57,33.5828,23.508,57.0908,0.052053,0.088155,15.26,0.2136,0.0242
S07,D038,1654.84,66.1936,46.3355,112.5291,0.1026,0.173758,30.09,0.2462,0.0283
S07,D039,1645.21,65.8084,46.0659,111.8743,0.102003,0.172747,29.91,0.2458,0.0282
S07,D040,1573.92,62.9568,44.0698,107.0266,0.097583,0.165262,28.62,0.243,0.0279
S07,D041,1545.27,61.8108,43.2676,105.0784,0.095807,0.162253,28.1,0.2418,0.0277
S07,D042,1800.58,72.0232,50.4162,122.4394,0.111636,0.189061,32.74,0.252,0.029
S07,D043,1620.09,64.8036,45.3625,110.1661,0.100446,0.170109,29.46,0.2448,0.0281
S07,D044,439.98,17.5992,12.3194,29.9186,0.027279,0.046198,8.0,0.1976,0.0222
S07,D045,232.92,9.3168,6.5218,15.8386,0.014441,0.024457,4.23,0.1893,0.0212
S07,D046,360.68,14.4272,10.099,24.5262,0.022362,0.037871,6.56,0.1944,0.0218
S07,D047,418.84,16.7536,11.7275,28.4811,0.025968,0.043978,7.62,0.1968,0.0221
S07,D048,308.36,12.3344,8.6341,20.9685,0.019118,0.032378,5.61,0.1923,0.0215
S07,D049,460.98,18.4392,12.9074,31.3466,0.028581,0.048403,8.38,0.1984,0.0223
S07,D050,661.36,26.4544,18.5181,44.9725,0.041004,0.069443,12.02,0.2065,0.0233
S07,D051,509.83,20.3932,14.2752,34.6684,0.031609,0.053532,9.27,0.2004,0.0225
S07,D052,866.95,34.678,24.2746,58.9526,0.053751,0.09103,15.76,0.2147,0.0243
S07,D053,962.55,38.502,26.9514,65.4534,0.059678,0.101068,17.5,0.2185,0.0248
S07,D054,546.8,21.872,15.3104,37.1824,0.033902,0.057414,9.94,0.2019,0.0227
S07,D055,1453.23,58.1292,40.6904,98.8196,0.0901,0.152589,26.42,0.2381,0.0273
S07,D056,1401.58,56.0632,39.2442,95.3074,0.086898,0.147166,25.48,0.2361,0.027
S07,D057,1503.15,60.126,42.0882,102.2142,0.093195,0.157831,27.33,0.2401,0.0275
S07,D058,1604.98,64.1992,44.9394,109.1386,0.099509,0.168523,29.18,0.2442,0.028
S07,D059,1548.97,61.9588,43.3712,105.33,0.096036,0.162642,28.16,0.242,0.0277
S07,D060,870.77,34.8308,24.3816,59.2124,0.053988,0.091431,15.83,0.2148,0.0244
S07,D061,1101.88,44.0752,30.8526,74.9278,0.068317,0.115697,20.03,0.2241,0.0255
S07,D062,857.77,34.3108,24.0176,58.3284,0.053182,0.090066,15.6,0.2143,0.0243
S07,D063,923.86,36.9544,25.8681,62.8225,0.057279,0.097005,16.8,0.217,0.0246
S07,D064,655.64,26.2256,18.3579,44.5835,0.04065,0.068842,11.92,0.2062,0.0233
S07,D065,621.46,24.8584,17.4009,42.2593,0.038531,0.065253,11.3,0.2049,0.0231
S07,D066,718.51,28.7404,20.1183,48.8587,0.044548,0.075444,13.06,0.2087,0.0236
S07,D067,550.66,22.0264,15.4185,37.4449,0.034141,0.057819,10.01,0.202,0.0228
S07,D068,661.94,26.4776,18.5343,45.0119,0.04104,0.069504,12.04,0.2065,0.0233
S07,D069,1354.32,54.1728,37.921,92.0938,0.083968,0.142204,24.62,0.2342,0.0268
S07,D070,1348.54,53.9416,37.7591,91.7007,0.083609,0.141597,24.52,0.2339,0.0267
S07,D071,1410.6,56.424,39.4968,95.9208,0.087457,0.148113,25.65,0.2364,0.0271
S07,D072,1388.76,55.5504,38.8853,94.4357,0.086103,0.14582,25.25,0.2356,0.0269
S07,D073,1125.3,45.012,31.5084,76.5204,0.069769,0.118156,20.46,0.225,0.0256
S07,D074,1131.58,45.2632,31.6842,76.9474,0.070158,0.118816,20.57,0.2253,0.0257
S07,D075,1156.53,46.2612,32.3828,78.644,0.071705,0.121436,21.03,0.2263,0.0258
S07,D076,1316.68,52.6672,36.867,89.5342,0.081634,0.138251,23.94,0.2327,0.0266
S07,D077,1361.89,54.4756,38.1329,92.6085,0.084437,0.142998,24.76,0.2345,0.0268
S07,D078,1369.22,54.7688,38.3382,93.107,0.084892,0.143768,24.89,0.2348,0.0268
S07,D079,1294.8,51.792,36.2544,88.0464,0.080278,0.135954,23.54,0.2318,0.0265
S07,D080,1251.41,50.0564,35.0395,85.0959,0.077587,0.131398,22.75,0.2301,0.0263
S07,D081,2086.34,83.4536,58.4175,141.8711,0.129353,0.219066,37.93,0.2635,0.0304
S07,D082,2431.77,97.2708,68.0896,165.3604,0.15077,0.255336,44.21,0.2773,0.0322
S07,D083,2147.33,85.8932,60.1252,146.0184,0.133134,0.22547,39.04,0.2659,0.0307
S07,D084,2340.64,93.6256,65.5379,159.1635,0.14512,0.245767,42.56,0.2736,0.0317
S07,D085,1252.25,50.09,35.063,85.153,0.07764,0.131486,22.77,0.2301,0.0263
S07,D086,1080.19,43.2076,30.2453,73.4529,0.066972,0.11342,19.64,0.2232,0.0254
S07,D087,923.27,36.9308,25.8516,62.7824,0.057243,0.096943,16.79,0.2169,0.0246
S07,D088,1015.83,40.6332,28.4432,69.0764,0.062981,0.106662,18.47,0.2206,0.0251
S07,D089,1372.62,54.9048,38.4334,93.3382,0.085102,0.144125,24.96,0.2349,0.0269
S07,D090,1443.89,57.7556,40.4289,98.1845,0.089521,0.151608,26.25,0.2378,0.0272
S07,D091,1496.75,59.87,41.909,101.779,0.092799,0.157159,27.21,0.2399,0.0275
S07,D092,944.83,37.7932,26.4552,64.2484,0.058579,0.099207,17.18,0.2178,0.0247
S07,D093,924.14,36.9656,25.8759,62.8415,0.057297,0.097035,16.8,0.217,0.0246
S07,D094,1020.05,40.802,28.5614,69.3634,0.063243,0.107105,18.55,0.2208,0.0251
S07,D095,1405.34,56.2136,39.3495,95.5631,0.087131,0.147561,25.55,0.2362,0.027
S07,D096,1487.3,59.492,41.6444,101.1364,0.092213,0.156167,27.04,0.2395,0.0274
S07,D097,1353.48,54.1392,37.8974,92.0366,0.083916,0.142115,24.61,0.2341,0.0268
S07,D098,1321.17,52.8468,36.9928,89.8396,0.081913,0.138723,24.02,0.2328,0.0266
S07,D099,1153.24,46.1296,32.2907,78.4203,0.071501,0.12109,20.97,0.2261,0.0258
S07,D100,411.2,16.448,11.5136,27.9616,0.025494,0.043176,7.48,0.1964,0.0221
S08,D001,1033.1,41.324,28.9268,70.2508,0.064052,0.108475,18.78,0.2213,0.0252
S08,D002,914.36,36.5744,25.6021,62.1765,0.05669,0.096008,16.62,0.2166,0.0246
S08,D003,905.32,36.2128,25.349,61.5618,0.05613,0.095059,16.46,0.2162,0.0245
S08,D004,1033.27,41.3308,28.9316,70.2624,0.064063,0.108493,18.79,0.2213,0.0252
S08,D005,919.92,36.7968,25.7578,62.5546,0.057035,0.096592,16.73,0.2168,0.0246
S08,D006,762.6,30.504,21.3528,51.8568,0.047281,0.080073,13.87,0.2105,0.0238
S08,D007,691.27,27.6508,19.3556,47.0064,0.042859,0.072583,12.57,0.2077,0.0235
S08,D008,912.88,36.5152,25.5606,62.0758,0.056599,0.095852,16.6,0.2165,0.0246
S08,D009,1532.1,61.284,42.8988,104.1828,0.09499,0.16087,27.86,0.2413,0.0277
S08,D010,1486.38,59.4552,41.6186,101.0738,0.092156,0.15607,27.03,0.2395,0.0274
S08,D011,1584.76,63.3904,44.3733,107.7637,0.098255,0.1664,28.81,0.2434,0.0279
S08,D012,1389.61,55.5844,38.9091,94.4935,0.086156,0.145909,25.27,0.2356,0.0269
S08,D013,1383.47,55.3388,38.7372,94.076,0.085775,0.145264,25.15,0.2353,0.0269
S08,D014,1787.93,71.5172,50.062,121.5792,0.110852,0.187733,32.51,0.2515,0.0289
S08,D015,1701.76,68.0704,47.6493,115.7197,0.105509,0.178685,30.94,0.2481,0.0285
S08,D016,1554.89,62.1956,43.5369,105.7325,0.096403,0.163263,28.27,0.2422,0.0278
S08,D017,1662.81,66.5124,46.5587,113.0711,0.103094,0.174595,30.23,0.2465,0.0283
S08,D018,1758.8,70.352,49.2464,119.5984,0.109046,0.184674,31.98,0.2504,0.0288
S08,D019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S08,D020,427.43,17.0972,11.968,29.0652,0.026501,0.04488,7.77,0.1971,0.0221
S08,D021,422.11,16.8844,11.8191,28.7035,0.026171,0.044322,7.67,0.1969,0.0221
S08,D022,306.57,12.2628,8.584,20.8468,0.019007,0.03219,5.57,0.1923,0.0215
S08,D023,279.51,11.1804,7.8263,19.0067,0.01733,0.029349,5.08,0.1912,0.0214
S08,D024,557.94,22.3176,15.6223,37.9399,0.034592,0.058584,10.14,0.2023,0.0228
S08,D025,124.7,4.988,3.4916,8.4796,0.007731,0.013094,2.27,0.185,0.0206
S08,D026,290.17,11.6068,8.1248,19.7316,0.017991,0.030468,5.28,0.1916,0.0215
S08,D027,403.51,16.1404,11.2983,27.4387,0.025018,0.042369,7.34,0.1961,0.022
S08,D028,609.97,24.3988,17.0792,41.478,0.037818,0.064047,11.09,0.2044,0.023
S08,D029,586.95,23.478,16.4346,39.9126,0.036391,0.06163,10.67,0.2035,0.0229
S08,D030,693.48,27.7392,19.4174,47.1566,0.042996,0.072815,12.61,0.2077,0.0235
S08,D031,599.08,23.9632,16.7742,40.7374,0.037143,0.062903,10.89,0.204,0.023
S08,D032,1607.1,64.284,44.9988,109.2828,0.09964,0.168745,29.22,0.2443,0.028
S08,D033,1646.89,65.8756,46.1129,111.9885,0.102107,0.172923,29.94,0.2459,0.0282
S08,D034,1452.62,58.1048,40.6734,98.7782,0.090062,0.152525,26.41,0.2381,0.0273
S08,D035,1425.72,57.0288,39.9202,96.949,0.088395,0.149701,25.92,0.237,0.0271
S08,D036,1811.2,72.448,50.7136,123.1616,0.112294,0.190176,32.93,0.2524,0.0291
S08,D037,1598.2,63.928,44.7496,108.6776,0.099088,0.167811,29.06,0.2439,0.028
S08,D038,1358.36,54.3344,38.0341,92.3685,0.084218,0.142628,24.7,0.2343,0.0268
S08,D039,1353.69,54.1476,37.9033,92.0509,0.083929,0.142137,24.61,0.2341,0.0268
S08,D040,1377.5,55.1,38.57,93.67,0.085405,0.144638,25.05,0.2351,0.0269
S08,D041,1374.06,54.9624,38.4737,93.4361,0.085192,0.144276,24.98,0.235,0.0269
S08,D042,1737.39,69.4956,48.6469,118.1425,0.107718,0.182426,31.59,0.2495,0.0287
S08,D043,1383.71,55.3484,38.7439,94.0923,0.08579,0.14529,25.16,0.2353,0.0269
S08,D044,1371.81,54.8724,38.4107,93.2831,0.085052,0.14404,24.94,0.2349,0.0269
S08,D045,1196.79,47.8716,33.5101,81.3817,0.074201,0.125663,21.76,0.2279,0.026
S08,D046,1270.62,50.8248,35.5774,86.4022,0.078778,0.133415,23.1,0.2308,0.0264
S08,D047,1433.32,57.3328,40.133,97.4658,0.088866,0.150499,26.06,0.2373,0.0272
S08,D048,1293.02,51.7208,36.2046,87.9254,0.080167,0.135767,23.51,0.2317,0.0265
S08,D049,1384.84,55.3936,38.7755,94.1691,0.08586,0.145408,25.18,0.2354,0.0269
S08,D050,1171.11,46.8444,32.7911,79.6355,0.072609,0.122967,21.29,0.2268,0.0259
S08,D051,1168.6,46.744,32.7208,79.4648,0.072453,0.122703,21.25,0.2267,0.0258
S08,D052,1123.34,44.9336,31.4535,76.3871,0.069647,0.117951,20.42,0.2249,0.0256
S08,D053,1476.79,59.0716,41.3501,100.4217,0.091561,0.155063,26.85,0.2391,0.0274
S08,D054,1217.91,48.7164,34.1015,82.8179,0.07551,0.127881,22.14,0.2287,0.0261
S08,D055,1481.47,59.2588,41.4812,100.74,0.091851,0.155554,26.94,0.2393,0.0274
S08,D056,1393.28,55.7312,39.0118,94.743,0.086383,0.146294,25.33,0.2357,0.027
S08,D057,1545.13,61.8052,43.2636,105.0688,0.095798,0.162239,28.09,0.2418,0.0277
S08,D058,1524.08,60.9632,42.6742,103.6374,0.094493,0.160028,27.71,0.241,0.0276
S08,D059,1567.53,62.7012,43.8908,106.592,0.097187,0.164591,28.5,0.2427,0.0278
S08,D060,382.83,15.3132,10.7192,26.0324,0.023735,0.040197,6.96,0.1953,0.0219
S08,D061,601.59,24.0636,16.8445,40.9081,0.037299,0.063167,10.94,0.2041,0.023
S08,D062,358.94,14.3576,10.0503,24.4079,0.022254,0.037689,6.53,0.1944,0.0218
S08,D063,110.33,4.4132,3.0892,7.5024,0.00684,0.011585,2.01,0.1844,0.0206
S08,D064,388.6,15.544,10.8808,26.4248,0.024093,0.040803,7.07,0.1955,0.0219
S08,D065,515.24,20.6096,14.4267,35.0363,0.031945,0.0541,9.37,0.2006,0.0226
S08,D066,549.18,21.9672,15.377,37.3442,0.034049,0.057664,9.99,0.202,0.0227
S08,D067,663.68,26.5472,18.583,45.1302,0.041148,0.069686,12.07,0.2065,0.0233
S08,D068,607.95,24.318,17.0226,41.3406,0.037693,0.063835,11.05,0.2043,0.023
S08,D069,1995.05,79.802,55.8614,135.6634,0.123693,0.20948,36.27,0.2598,0.03
S08,D070,2032.27,81.2908,56.9036,138.1944,0.126001,0.213388,36.95,0.2613,0.0302
S08,D071,2135.24,85.4096,59.7867,145.1963,0.132385,0.2242,38.82,0.2654,0.0307
S08,D072,2084.62,83.3848,58.3694,141.7542,0.129246,0.218885,37.9,0.2634,0.0304
S08,D073,1742.49,69.6996,48.7897,118.4893,0.108034,0.182961,31.68,0.2497,0.0287
S08,D074,1731.4,69.256,48.4792,117.7352,0.107347,0.181797,31.48,0.2493,0.0287
S08,D075,1847.2,73.888,51.7216,125.6096,0.114526,0.193956,33.59,0.2539,0.0292
S08,D076,1956.37,78.2548,54.7784,133.0332,0.121295,0.205419,35.57,0.2583,0.0298
S08,D077,996.33,39.8532,27.8972,67.7504,0.061772,0.104615,18.12,0.2199,0.025
S08,D078,1014.76,40.5904,28.4133,69.0037,0.062915,0.10655,18.45,0.2206,0.0251
S08,D079,1129.84,45.1936,31.6355,76.8291,0.07005,0.118633,20.54,0.2252,0.0256
S08,D080,844.54,33.7816,23.6471,57.4287,0.052361,0.088677,15.36,0.2138,0.0242
S08,D081,1882.16,75.2864,52.7005,127.9869,0.116694,0.197627,34.22,0.2553,0.0294
S08,D082,2207.63,88.3052,61.8136,150.1188,0.136873,0.231801,40.14,0.2683,0.031
S08,D083,1851.63,74.0652,51.8456,125.9108,0.114801,0.194421,33.67,0.2541,0.0293
S08,D084,2101.09,84.0436,58.8305,142.8741,0.130268,0.220614,38.2,0.264,0.0305
S08,D085,624.08,24.9632,17.4742,42.4374,0.038693,0.065528,11.35,0.205,0.0231
S08,D086,559.49,22.3796,15.6657,38.0453,0.034688,0.058746,10.17,0.2024,0.0228
S08,D087,528.51,21.1404,14.7983,35.9387,0.032768,0.055494,9.61,0.2011,0.0226
S08,D088,524.98,20.9992,14.6994,35.6986,0.032549,0.055123,9.55,0.201,0.0226
S08,D089,1258.63,50.3452,35.2416,85.5868,0.078035,0.132156,22.88,0.2303,0.0263
S08,D090,1249.46,49.9784,34.9849,84.9633,0.077467,0.131193,22.72,0.23,0.0262
S08,D091,1356.3,54.252,37.9764,92.2284,0.084091,0.142411,24.66,0.2343,0.0268
S08,D092,919.7,36.788,25.7516,62.5396,0.057021,0.096569,16.72,0.2168,0.0246
S08,D093,912.84,36.5136,25.5595,62.0731,0.056596,0.095848,16.6,0.2165,0.0246
S08,D094,1019.77,40.7908,28.5536,69.3444,0.063226,0.107076,18.54,0.2208,0.0251
S08,D095,2028.9,81.156,56.8092,137.9652,0.125792,0.213035,36.89,0.2612,0.0301
S08,D096,2153.59,86.1436,60.3005,146.4441,0.133523,0.226127,39.16,0.2661,0.0308
S08,D097,1930.06,77.2024,54.0417,131.2441,0.119664,0.202656,35.09,0.2572,0.0297
S08,D098,1887.57,75.5028,52.852,128.3548,0.117029,0.198195,34.32,0.2555,0.0294
S08,D099,1767.65,70.706,49.4942,120.2002,0.109594,0.185603,32.14,0.2507,0.0288
S08,D100,744.04,29.7616,20.8331,50.5947,0.04613,0.078124,13.53,0.2098,0.0237
S09,D001,621.09,24.8436,17.3905,42.2341,0.038508,0.065214,11.29,0.2048,0.0231
S09,D002,505.21,20.2084,14.1459,34.3543,0.031323,0.053047,9.19,0.2002,0.0225
S09,D003,425.68,17.0272,11.919,28.9462,0.026392,0.044696,7.74,0.197,0.0221
S09,D004,573.91,22.9564,16.0695,39.0259,0.035582,0.060261,10.43,0.203,0.0229
S09,D005,432.48,17.2992,12.1094,29.4086,0.026814,0.04541,7.86,0.1973,0.0222
S09,D006,455.75,18.23,12.761,30.991,0.028257,0.047854,8.29,0.1982,0.0223
S09,D007,274.36,10.9744,7.6821,18.6565,0.01701,0.028808,4.99,0.191,0.0214
S09,D008,404.19,16.1676,11.3173,27.4849,0.02506,0.04244,7.35,0.1962,0.022
S09,D009,1084.89,43.3956,30.3769,73.7725,0.067263,0.113913,19.73,0.2234,0.0254
S09,D010,1028.52,41.1408,28.7986,69.9394,0.063768,0.107995,18.7,0.2211,0.0251
S09,D011,1092.44,43.6976,30.5883,74.2859,0.067731,0.114706,19.86,0.2237,0.0255
S09,D012,999.63,39.9852,27.9896,67.9748,0.061977,0.104961,18.18,0.22,0.025
S09,D013,963.12,38.5248,26.9674,65.4922,0.059713,0.101128,17.51,0.2185,0.0248
S09,D014,1294.78,51.7912,36.2538,88.045,0.080276,0.135952,23.54,0.2318,0.0265
S09,D015,1227.64,49.1056,34.3739,83.4795,0.076114,0.128902,22.32,0.2291,0.0261
S09,D016,1160.27,46.4108,32.4876,78.8984,0.071937,0.121828,21.1,0.2264,0.0258
S09,D017,1172.2,46.888,32.8216,79.7096,0.072676,0.123081,21.31,0.2269,0.0259
S09,D018,1276.55,51.062,35.7434,86.8054,0.079146,0.134038,23.21,0.2311,0.0264
S09,D019,513.31,20.5324,14.3727,34.9051,0.031825,0.053898,9.33,0.2005,0.0226
S09,D020,724.24,28.9696,20.2787,49.2483,0.044903,0.076045,13.17,0.209,0.0236
S09,D021,827.78,33.1112,23.1778,56.289,0.051322,0.086917,15.05,0.2131,0.0241
S09,D022,731.09,29.2436,20.4705,49.7141,0.045328,0.076764,13.29,0.2092,0.0237
S09,D023,634.5,25.38,17.766,43.146,0.039339,0.066623,11.54,0.2054,0.0232
S09,D024,964.71,38.5884,27.0119,65.6003,0.059812,0.101295,17.54,0.2186,0.0248
S09,D025,499.29,19.9716,13.9801,33.9517,0.030956,0.052425,9.08,0.2,0.0225
S09,D026,497.19,19.8876,13.9213,33.8089,0.030826,0.052205,9.04,0.1999,0.0225
S09,D027,596.81,23.8724,16.7107,40.5831,0.037002,0.062665,10.85,0.2039,0.023
S09,D028,420.81,16.8324,11.7827,28.6151,0.02609,0.044185,7.65,0.1968,0.0221
S09,D029,628.76,25.1504,17.6053,42.7557,0.038983,0.06602,11.43,0.2052,0.0231
S09,D030,455.89,18.2356,12.7649,31.0005,0.028265,0.047868,8.29,0.1982,0.0223
S09,D031,174.14,6.9656,4.8759,11.8415,0.010797,0.018285,3.17,0.187,0.0209
S09,D032,1097.36,43.8944,30.7261,74.6205,0.068036,0.115223,19.95,0.2239,0.0255
S09,D033,1135.81,45.4324,31.8027,77.2351,0.07042,0.11926,20.65,0.2254,0.0257
S09,D034,942.98,37.7192,26.4034,64.1226,0.058465,0.099013,17.15,0.2177,0.0247
S09,D035,913.95,36.558,25.5906,62.1486,0.056665,0.095965,16.62,0.2166,0.0246
S09,D036,1297.93,51.9172,36.342,88.2592,0.080472,0.136283,23.6,0.2319,0.0265
S09,D037,1085.02,43.4008,30.3806,73.7814,0.067271,0.113927,19.73,0.2234,0.0254
S09,D038,1184.31,47.3724,33.1607,80.5331,0.073427,0.124353,21.53,0.2274,0.0259
S09,D039,1176.39,47.0556,32.9389,79.9945,0.072936,0.123521,21.39,0.2271,0.0259
S09,D040,1146.93,45.8772,32.114,77.9912,0.07111,0.120428,20.85,0.2259,0.0257
S09,D041,1129.43,45.1772,31.624,76.8012,0.070025,0.11859,20.54,0.2252,0.0256
S09,D042,1458.12,58.3248,40.8274,99.1522,0.090403,0.153103,26.51,0.2383,0.0273
S09,D043,1176.04,47.0416,32.9291,79.9707,0.072914,0.123484,21.38,0.227,0.0259
S09,D044,880.51,35.2204,24.6543,59.8747,0.054592,0.092454,16.01,0.2152,0.0244
S09,D045,728.06,29.1224,20.3857,49.5081,0.04514,0.076446,13.24,0.2091,0.0236
S09,D046,780.19,31.2076,21.8453,53.0529,0.048372,0.08192,14.19,0.2112,0.0239
S09,D047,972.33,38.8932,27.2252,66.1184,0.060284,0.102095,17.68,0.2189,0.0249
S09,D048,823.54,32.9416,23.0591,56.0007,0.051059,0.086472,14.97,0.2129,0.0241
S09,D049,891.03,35.6412,24.9488,60.59,0.055244,0.093558,16.2,0.2156,0.0245
